shakira	1144448327871795200	2019-06-27 23:31:58	956790296469213184	charles_mohler	@NaughtyEvaElfie Please may my I spank u
shakira	1144446503378915328	2019-06-27 23:24:43	956790296469213184	charles_mohler	@NaughtyEvaElfie No.. take it off
shakira	1035814509120823297	2018-09-01 04:59:58	956790296469213184	charles_mohler	Hit and try 5o quit i5
shakira	1035814107721723904	2018-09-01 04:58:22	956790296469213184	charles_mohler	Love to fuck me a hottie
shakira	1035813819539513344	2018-09-01 04:57:13	956790296469213184	charles_mohler	https://t.co/BQOvuSKuCe
shakira	1035812868187414528	2018-09-01 04:53:26	956790296469213184	charles_mohler	https://t.co/AkQ658OTFa
shakira	1035812518990635008	2018-09-01 04:52:03	956790296469213184	charles_mohler	We https://t.co/ESMS04Str7
shakira	1035812245702369280	2018-09-01 04:50:58	956790296469213184	charles_mohler	https://t.co/YPMiXuIZCb
shakira	1035812090991267840	2018-09-01 04:50:21	956790296469213184	charles_mohler	https://t.co/2p7jxKzwfo
shakira	966907454398201856	2018-02-23 00:27:56	956790296469213184	charles_mohler	@MarcLaSoil @Dr_o2fresh Thanks
shakira	957389906430619649	2018-01-27 18:08:35	956790296469213184	charles_mohler	@miokitahara Thanks
